From_ID,To_ID,NearRank,From_attribute_0,From_ID_Orig,From_Latitude,From_Longitude,To_region,To_district,To_ward,To_latitude,To_longitude,To_bank_type,To_bank_name,To_weekend_trading,To_yr_started,To_yr_started_reformatted,Total_Kilometers
1965,189,1,,8803,-8.40939333,35.866555,Iringa,Mufindi,Mafinga,-8.3004,35.30198,Commercial Bank,CRDB Bank Plc,Yes,11/11/10,2010-11-01,63.34314741
1965,608,2,,8803,-8.40939333,35.866555,Iringa,Mufindi,Mafinga,-8.30163,35.29572,Community Bank,Mufindi Community Bank,Yes,24/09/99,1999-9-01,63.99462328
1966,211,1,,339,-2.48600933,32.90194845,Mwanza,Ilemela,Kirumba,-2.50621,32.89499,Commercial Bank,CRDB Bank Plc,Yes,09/02/93,1993-2-01,2.36397212
1966,294,2,,339,-2.48600933,32.90194845,Mwanza,Ilemela,Ilemela,-2.50981,32.90316,Commercial Bank,I & M Bank (Tanzania) Limited,Yes,16/01/11,2011-1-01,2.63523077
1967,463,1,,3601,-9.22103382,33.64045996,Mbeya,Rungwe,Bulyaga,-9.25808,33.64527,Commercial Bank,NBC Bank Limited,Yes,01/01/70,1970-1-01,4.13136376
1967,359,2,,3601,-9.22103382,33.64045996,Mbeya,Rungwe,Bulyaga,-9.25881,33.64597,Commercial Bank,National Microfinance Bank Plc,Yes,10/02/97,1997-2-01,4.22180131
1968,413,1,,4906,-2.56088168,33.26423722,Mwanza,Magu,Kiloleni,-2.59167,33.44263,Commercial Bank,National Microfinance Bank Plc,No,10/01/07,2007-1-01,20.12864922
1968,474,2,,4906,-2.56088168,33.26423722,Mwanza,Ilemela,Igoma,-2.5405,32.96061,Commercial Bank,NBC Bank Limited,No,01/01/09,2009-1-01,33.84149547
1969,98,1,,4067,-3.44863092,37.42519612,Kilimanjaro,Moshi Urban,Mawenzi,-3.35517,37.34041,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,03/05/05,2005-5-01,13.98490304
1969,28,2,,4067,-3.44863092,37.42519612,Kilimanjaro,Moshi Urban,Mawenzi,-3.3562,37.33849,Commercial Bank,Akiba Commercial Bank Limited,Yes,08/09/04,2004-9-01,14.04643231
1970,562,1,,7819,-9.40428274,39.59919679,Lindi,Kilwa,Masoko,-8.93525,39.51085,Commercial Bank,Tanzania Postal Bank,Yes,07/01/70,1970-1-01,52.77707629
1970,397,2,,7819,-9.40428274,39.59919679,Lindi,Kilwa,Masoko,-8.93061,39.5128,Commercial Bank,National Microfinance Bank Plc,Yes,01/01/70,1970-1-01,53.24296475
1971,125,1,,5226,-5.2833385,35.08206259,Singida,Manyoni,Manyoni,-5.74801,34.83928,Commercial Bank,CRDB Bank Plc,No,30/04/05,2005-4-01,58.00162181
1971,325,2,,5226,-5.2833385,35.08206259,Singida,Manyoni,Manyoni,-5.74778,34.83752,Commercial Bank,National Microfinance Bank Plc,No,15/04/00,2000-4-01,58.06983929
1972,278,1,,3472,-5.3370021,39.73051738,Tanga,Tanga,Central,-5.07023,39.10534,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,02/10/03,2003-10-01,75.32650392
1972,433,2,,3472,-5.3370021,39.73051738,Tanga,Tanga,Central,-5.0712,39.10258,Commercial Bank,National Microfinance Bank Plc,Yes,30/10/97,1997-10-01,75.56630924
1973,188,1,,1582,-3.00511317,31.92494747,Mwanza,Geita,Kalangala,-2.87527,32.22529,Commercial Bank,CRDB Bank Plc,Yes,01/01/09,2009-1-01,36.3462765
1973,411,2,,1582,-3.00511317,31.92494747,Mwanza,Geita,Kalangala,-2.8732,32.22879,Commercial Bank,National Microfinance Bank Plc,No,16/01/99,1999-1-01,36.79423104
1974,360,1,,5323,-10.20485596,38.84305986,Lindi,Ruangwa,Ruangwa,-10.0745,38.93625,Commercial Bank,National Microfinance Bank Plc,Yes,02/01/09,2009-1-01,17.66909128
1974,133,2,,5323,-10.20485596,38.84305986,Lindi,Nachingwea,Nambambo,-10.3605,38.76145,Commercial Bank,CRDB Bank Plc,Yes,08/10/13,2013-10-01,19.39849513
1975,427,1,,6438,-2.56452744,36.78430556,Arusha,Monduli,Namanga,-2.55923,36.78033,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/13,2013-10-01,0.73388897
1975,428,2,,6438,-2.56452744,36.78430556,Arusha,Monduli,Namanga,-2.54898,36.78584,Commercial Bank,National Microfinance Bank Plc,No,20/02/05,2005-2-01,1.72763242
1976,390,1,,18,-6.61682134,39.11026652,Dar es Salaam,Kinondoni,Bunju,-6.6577,39.18026,Commercial Bank,National Microfinance Bank Plc,No,08/01/13,2013-1-01,8.96331602
1976,185,2,,18,-6.61682134,39.11026652,Dar es Salaam,Kinondoni,Bunju,-6.65764,39.18037,Commercial Bank,CRDB Bank Plc,Yes,13/12/96,1996-12-01,8.97048231
1977,196,1,,7943,-8.55101999,32.55033962,Mbeya,Mbozi,Vwawa,-9.10911,32.93272,Commercial Bank,CRDB Bank Plc,Yes,11/02/08,2008-2-01,74.6956713
1977,382,2,,7943,-8.55101999,32.55033962,Mbeya,Mbozi,Vwawa,-9.11133,32.93334,Commercial Bank,National Microfinance Bank Plc,Yes,16/07/97,1997-7-01,74.93695017
1978,63,1,,7650,-6.86943186,39.27548305,Dar es Salaam,Temeke,Mtoni,-6.87318,39.27225,Commercial Bank,Bank of Africa (Tanzania) Limited,No,14/06/08,2008-6-01,0.54726865
1978,543,2,,7650,-6.86943186,39.27548305,Dar es Salaam,Temeke,Temeke,-6.86508,39.2671,Commercial Bank,Tanzania Postal Bank,No,27/05/95,1995-5-01,1.04407921
1979,430,1,,3127,-2.40284734,31.70872181,Kagera,Muleba,Muleba,-1.845,31.64795,Commercial Bank,National Microfinance Bank Plc,No,18/11/97,1997-11-01,62.05377975
1979,188,2,,3127,-2.40284734,31.70872181,Mwanza,Geita,Kalangala,-2.87527,32.22529,Commercial Bank,CRDB Bank Plc,Yes,01/01/09,2009-1-01,77.64433841
1980,394,1,,3061,-6.1638265,35.88974452,Dodoma,Dodoma Urban,Nzuguni,-6.14641,35.83213,Commercial Bank,National Microfinance Bank Plc,Yes,08/06/09,2009-6-01,6.66140137
1980,571,2,,3061,-6.1638265,35.88974452,Dodoma,Dodoma Urban,Nzuguni,-6.14351,35.83026,Commercial Bank,TIB Development Bank,No,03/08/09,2009-8-01,6.95667329
1981,464,1,,4676,-3.82895034,32.60459569,Shinyanga,Kahama,Kahama Mjini,-3.83013,32.60474,Commercial Bank,NBC Bank Limited,No,14/12/13,2013-12-01,0.13142348
1981,40,2,,4676,-3.82895034,32.60459569,Shinyanga,Kahama,Kahama Mjini,-3.83015,32.60485,Commercial Bank,Azania Bank Limited,Yes,14/12/13,2013-12-01,0.13562727
1982,334,1,,6879,-7.10471567,31.23705122,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,49.10235507
1982,148,2,,6879,-7.10471567,31.23705122,Rukwa,Mpanda,Kashaulili,-6.34465,31.06997,Commercial Bank,CRDB Bank Plc,Yes,17/08/11,2011-8-01,86.06110092
1983,347,1,,5354,-9.40809212,33.91681042,Mbeya,Kyela,Kyela Mjini,-9.60449,33.87136,Commercial Bank,National Microfinance Bank Plc,Yes,10/02/97,1997-2-01,22.28837966
1983,168,2,,5354,-9.40809212,33.91681042,Mbeya,Kyela,Katumba Songwe,-9.58739,33.77723,Commercial Bank,CRDB Bank Plc,Yes,29/11/12,2012-11-01,25.06340035
1984,435,1,,5800,-4.45320978,38.32891485,Tanga,Lushoto,Lushoto,-4.79396,38.29226,Commercial Bank,National Microfinance Bank Plc,Yes,31/10/97,1997-10-01,37.89953699
1984,434,2,,5800,-4.45320978,38.32891485,Tanga,Korogwe,Mombo,-4.88762,38.29037,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,48.22778828
1985,278,1,,2241,-5.24665343,39.76677951,Tanga,Tanga,Central,-5.07023,39.10534,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,02/10/03,2003-10-01,75.88556772
1985,433,2,,2241,-5.24665343,39.76677951,Tanga,Tanga,Central,-5.0712,39.10258,Commercial Bank,National Microfinance Bank Plc,Yes,30/10/97,1997-10-01,76.15388158
1986,338,1,,3135,-5.17640558,34.6200607,Singida,Singida Urban,Majengo,-4.81879,34.75187,Commercial Bank,National Microfinance Bank Plc,Yes,10/03/00,2000-3-01,42.16117441
1986,144,2,,3135,-5.17640558,34.6200607,Singida,Singida Urban,Ipembe,-4.81785,34.75296,Commercial Bank,CRDB Bank Plc,Yes,11/10/06,2006-10-01,42.30066675
1987,146,1,,4527,-8.46583076,32.15775656,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,81.20829104
1987,530,2,,4527,-8.46583076,32.15775656,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,81.4977976
1988,606,1,,3303,-11.02321461,35.1241209,Ruvuma,Mbinga,Mbinga Urban,-10.95148,35.00051,Community Bank,Mbinga Community Bank,Yes,07/11/07,2007-11-01,15.66763169
1988,383,2,,3303,-11.02321461,35.1241209,Ruvuma,Mbinga,Mbinga Urban,-10.95118,34.99629,Commercial Bank,National Microfinance Bank Plc,Yes,04/07/80,1980-7-01,16.08344348
1989,146,1,,4389,-8.52625385,32.0356891,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,77.1607823
1989,530,2,,4389,-8.52625385,32.0356891,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,77.46710089
1990,146,1,,7704,-8.36141347,32.29750777,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,86.76712452
1990,530,2,,7704,-8.36141347,32.29750777,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,87.02373141
1991,310,1,,5912,-5.87393252,39.25830188,Zanzibar,Zanzibar,Mwakaje,-6.15717,39.19412,Commercial Bank,KCB Bank (Tanzania) Limited,No,28/07/11,2011-7-01,32.1180877
1991,502,2,,5912,-5.87393252,39.25830188,Zanzibar,Zanzibar,Bububu,-6.15897,39.19932,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,12/07/12,2012-7-01,32.19054355
1992,616,1,,9241,-2.87909499,37.36977082,Kilimanjaro,Hai,Machame Kusini,-3.21435,37.22197,Community Bank,Village Community Bank (VICOBA),Yes,08/10/04,2004-10-01,40.54936023
1992,187,2,,9241,-2.87909499,37.36977082,Kilimanjaro,Rombo,Mahida Holili,-3.28357,37.4965,Commercial Bank,CRDB Bank Plc,Yes,10/02/86,1986-2-01,46.89187256
1993,462,1,,6977,-9.029688,32.46647599,Mbeya,Mbozi,Tunduma,-9.30521,32.76331,Commercial Bank,NBC Bank Limited,Yes,18/05/08,2008-5-01,44.64257547
1993,76,2,,6977,-9.029688,32.46647599,Mbeya,Mbozi,Tunduma,-9.30604,32.76389,Commercial Bank,Bank of Africa (Tanzania) Limited,Yes,20/03/11,2011-3-01,44.75180028
1994,328,1,,6775,-5.70021601,34.49164836,Singida,Manyoni,Itigi,-5.69499,34.49939,Commercial Bank,National Microfinance Bank Plc,No,21/03/04,2004-3-01,1.03412413
1994,325,2,,6775,-5.70021601,34.49164836,Singida,Manyoni,Manyoni,-5.74778,34.83752,Commercial Bank,National Microfinance Bank Plc,No,15/04/00,2000-4-01,38.67094288
1995,48,1,,748,-3.3906097,36.66734394,Arusha,Arusha,Sombetini,-3.37734,36.66253,Commercial Bank,Azania Bank Limited,Yes,25/01/11,2011-1-01,1.56181877
1995,248,2,,748,-3.3906097,36.66734394,Arusha,Arusha,Ngarenaro,-3.37536,36.67828,Commercial Bank,Equity bank (Tanzania) Limited,Yes,01/01/12,2012-1-01,2.07857887
1996,478,1,,5681,-3.3871171,35.49957412,Arusha,Karatu,Karatu,-3.33854,35.67217,Commercial Bank,NBC Bank Limited,Yes,20/01/00,2000-1-01,19.91839631
1996,425,2,,5681,-3.3871171,35.49957412,Arusha,Karatu,Karatu,-3.33864,35.67838,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/78,1978-1-01,20.58089338
1997,89,1,,4703,-8.03344611,35.77037374,Iringa,Iringa Urban,Gangilonga,-7.77669,35.69893,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,01/12/08,2008-12-01,29.46857134
1997,365,2,,4703,-8.03344611,35.77037374,Iringa,Iringa Urban,Gangilonga,-7.77677,35.69846,Commercial Bank,National Microfinance Bank Plc,Yes,01/02/97,1997-2-01,29.47394527
1998,64,1,,8236,-6.88315745,39.25347006,Dar es Salaam,Temeke,Tandika,-6.8684,39.25997,Commercial Bank,Bank of Africa (Tanzania) Limited,No,31/07/09,2009-7-01,1.78314647
1998,18,2,,8236,-6.88315745,39.25347006,Dar es Salaam,Temeke,Tandika,-6.86729,39.26142,Commercial Bank,Akiba Commercial Bank Limited,Yes,26/03/09,2009-3-01,1.96247513
1999,393,1,,5059,-6.59828086,38.54619992,Pwani,Bagamoyo,Dunda,-6.44641,38.90771,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,43.36850842
1999,558,2,,5059,-6.59828086,38.54619992,Pwani,Bagamoyo,Dunda,-6.44655,38.90876,Commercial Bank,Tanzania Postal Bank,Yes,01/01/70,1970-1-01,43.46961608
1,12,1,,9263,-6.79426465,39.23270222,Dar es Salaam,Kinondoni,Manzese,-6.79884,39.23206,Commercial Bank,Advans Bank (Tanzania) Limited,No,27/04/12,2012-4-01,0.5109428
1,6,2,,9263,-6.79426465,39.23270222,Dar es Salaam,Kinondoni,Manzese,-6.79895,39.23328,Commercial Bank,Accessbank (Tanzania) Limited,Yes,12/05/03,2003-5-01,0.5220718
2,346,1,,8871,-10.73521429,34.74394546,Ruvuma,Mbinga,Litembo,-10.97951,34.82655,Commercial Bank,National Microfinance Bank Plc,Yes,25/02/95,1995-2-01,28.49190733
2,120,2,,8871,-10.73521429,34.74394546,Ruvuma,Mbinga,Mbinga Urban,-10.948,34.99195,Commercial Bank,CRDB Bank Plc,Yes,05/10/07,2007-10-01,35.9079994
3,146,1,,5998,-8.25360197,31.36163714,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,42.36191139
3,443,2,,5998,-8.25360197,31.36163714,Rukwa,Sumbawanga Urban,Katandala,-7.96276,31.61349,Commercial Bank,NBC Bank Limited,Yes,18/02/72,1972-2-01,42.48700043
4,272,1,,8774,-3.607367,36.71278769,Arusha,Arusha,Ngarenaro,-3.3781,36.70425,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,21/11/12,2012-11-01,25.36972334
4,283,2,,8774,-3.607367,36.71278769,Arusha,Arusha,Levolosi,-3.37535,36.70036,Commercial Bank,FBME Bank (Tanzania) Limited,Yes,01/05/09,2009-5-01,25.69320429
5,401,1,,1128,-10.69230189,39.79991872,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,20.22728111
5,492,2,,1128,-10.69230189,39.79991872,Mtwara,Mtwara Urban,Vigaeni,-10.27624,40.18235,Commercial Bank,Tanzania Postal Bank,Yes,05/10/08,2008-10-01,62.21483628
6,149,1,,1592,-7.40898203,37.66950661,Morogoro,Mvomero,Mzumbe,-6.92737,37.56952,Commercial Bank,CRDB Bank Plc,Yes,30/01/02,2002-1-01,54.39517681
6,150,2,,1592,-7.40898203,37.66950661,Morogoro,Morogoro Urban,Mbuyuni,-6.85183,37.65839,Commercial Bank,CRDB Bank Plc,Yes,29/09/08,2008-9-01,61.62844792
7,393,1,,1011,-6.72135866,38.73639768,Pwani,Bagamoyo,Dunda,-6.44641,38.90771,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,35.82555953
7,558,2,,1011,-6.72135866,38.73639768,Pwani,Bagamoyo,Dunda,-6.44655,38.90876,Commercial Bank,Tanzania Postal Bank,Yes,01/01/70,1970-1-01,35.87398391
8,499,1,,742,-6.19302542,39.25602945,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,3.87682866
8,498,2,,742,-6.19302542,39.25602945,Zanzibar,Zanzibar,Mtoni,-6.19667,39.21155,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,01/06/12,2012-6-01,4.93918112
9,499,1,,2088,-6.14266109,39.24159426,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,4.22308758
9,502,2,,2088,-6.14266109,39.24159426,Zanzibar,Zanzibar,Bububu,-6.15897,39.19932,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,12/07/12,2012-7-01,5.01459951
10,606,1,,2253,-10.96596828,35.27539737,Ruvuma,Mbinga,Mbinga Urban,-10.95148,35.00051,Community Bank,Mbinga Community Bank,Yes,07/11/07,2007-11-01,30.08864801
10,383,2,,2253,-10.96596828,35.27539737,Ruvuma,Mbinga,Mbinga Urban,-10.95118,34.99629,Commercial Bank,National Microfinance Bank Plc,Yes,04/07/80,1980-7-01,30.55103675
11,322,1,,6103,-9.97120401,34.63016061,Iringa,Ludewa,Ludewa,-10.09685,34.68648,Commercial Bank,National Microfinance Bank Plc,Yes,18/05/90,1990-5-01,15.20721935
11,323,2,,6103,-9.97120401,34.63016061,Iringa,Njombe,Njombe Mjini,-9.34669,34.76963,Commercial Bank,National Microfinance Bank Plc,Yes,01/07/96,1996-7-01,70.75039478
12,176,1,,9258,-6.81449082,39.15243567,Dar es Salaam,Kinondoni,Mbezi,-6.78742,39.15703,Commercial Bank,CRDB Bank Plc,Yes,23/01/12,2012-1-01,3.03652528
12,241,2,,9258,-6.81449082,39.15243567,Dar es Salaam,Ilala,Kinyerezi,-6.84372,39.17056,Commercial Bank,Equity bank (Tanzania) Limited,Yes,11/03/14,2014-3-01,3.8029294
13,384,1,,6871,-8.93492254,33.34461019,Mbeya,Mbeya Rural,Utengule Usongwe,-8.93526,33.34227,Commercial Bank,National Microfinance Bank Plc,Yes,01/08/10,2010-8-01,0.26006207
13,197,2,,6871,-8.93492254,33.34461019,Mbeya,Mbeya Rural,Utengule Usongwe,-8.93587,33.35067,Commercial Bank,CRDB Bank Plc,Yes,10/12/10,2010-12-01,0.67462609
14,199,1,,5246,-2.66597561,32.98016708,Mwanza,Nyamagana,Nyamagana,-2.6012,32.90016,Commercial Bank,CRDB Bank Plc,Yes,01/01/09,2009-1-01,11.42193012
14,474,2,,5246,-2.66597561,32.98016708,Mwanza,Ilemela,Igoma,-2.5405,32.96061,Commercial Bank,NBC Bank Limited,No,01/01/09,2009-1-01,14.04407921
15,497,1,,6808,-6.15082281,39.51708248,Zanzibar,Zanzibar,Fuoni Kibondeni,-6.41352,39.55512,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,06/05/11,2011-5-01,29.3543766
15,499,2,,6808,-6.15082281,39.51708248,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,32.47023079
16,334,1,,6326,-7.87288392,30.79704445,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,48.92461895
16,332,2,,6326,-7.87288392,30.79704445,Rukwa,Sumbawanga Urban,Katandala,-7.95983,31.61096,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/01,2001-12-01,90.26055832
17,413,1,,4159,-2.705877,33.48916841,Mwanza,Magu,Kiloleni,-2.59167,33.44263,Commercial Bank,National Microfinance Bank Plc,No,10/01/07,2007-1-01,13.64786005
17,412,2,,4159,-2.705877,33.48916841,Mwanza,Misungwi,Misungwi,-2.83156,33.07785,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/09,2009-1-01,47.79960412
18,492,1,,2906,-10.25843262,39.92179939,Mtwara,Mtwara Urban,Vigaeni,-10.27624,40.18235,Commercial Bank,Tanzania Postal Bank,Yes,05/10/08,2008-10-01,28.61082147
18,409,2,,2906,-10.25843262,39.92179939,Mtwara,Mtwara Urban,Vigaeni,-10.27206,40.18435,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/89,1989-10-01,28.80169848
19,334,1,,5267,-7.59916072,31.27126968,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,27.71282556
19,332,2,,5267,-7.59916072,31.27126968,Rukwa,Sumbawanga Urban,Katandala,-7.95983,31.61096,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/01,2001-12-01,54.72601233
20,412,1,,6539,-3.13394229,32.90605291,Mwanza,Misungwi,Misungwi,-2.83156,33.07785,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/09,2009-1-01,38.50667862
20,513,2,,6539,-3.13394229,32.90605291,Shinyanga,Kahama,Bugarama,-3.29172,32.40645,Commercial Bank,Stanbic Bank (Tanzania) Limited,No,20/11/03,2003-11-01,58.20500959
21,177,1,,9319,-6.81696469,39.08526324,Dar es Salaam,Kinondoni,Mbezi,-6.78708,39.11255,Commercial Bank,CRDB Bank Plc,No,02/01/11,2011-1-01,4.47445892
21,176,2,,9319,-6.81696469,39.08526324,Dar es Salaam,Kinondoni,Mbezi,-6.78742,39.15703,Commercial Bank,CRDB Bank Plc,Yes,23/01/12,2012-1-01,8.57967386
22,153,1,,5242,-4.41927255,34.76238586,Singida,Iramba,Kiomboi,-4.28174,34.40757,Commercial Bank,CRDB Bank Plc,Yes,15/01/10,2010-1-01,42.21923781
22,344,2,,5242,-4.41927255,34.76238586,Singida,Iramba,Kiomboi,-4.27852,34.40684,Commercial Bank,National Microfinance Bank Plc,Yes,10/02/90,1990-2-01,42.42424955
23,89,1,,5421,-8.06219537,36.00653288,Iringa,Iringa Urban,Gangilonga,-7.77669,35.69893,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,01/12/08,2008-12-01,46.34036796
23,365,2,,5421,-8.06219537,36.00653288,Iringa,Iringa Urban,Gangilonga,-7.77677,35.69846,Commercial Bank,National Microfinance Bank Plc,Yes,01/02/97,1997-2-01,46.37228616
24,144,1,,2468,-4.7347337,34.92387808,Singida,Singida Urban,Ipembe,-4.81785,34.75296,Commercial Bank,CRDB Bank Plc,Yes,11/10/06,2006-10-01,21.07112304
24,338,2,,2468,-4.7347337,34.92387808,Singida,Singida Urban,Majengo,-4.81879,34.75187,Commercial Bank,National Microfinance Bank Plc,Yes,10/03/00,2000-3-01,21.22530697
25,6,1,,38,-6.8081473,39.2325173,Dar es Salaam,Kinondoni,Manzese,-6.79895,39.23328,Commercial Bank,Accessbank (Tanzania) Limited,Yes,12/05/03,2003-5-01,1.02061647
25,12,2,,38,-6.8081473,39.2325173,Dar es Salaam,Kinondoni,Manzese,-6.79884,39.23206,Commercial Bank,Advans Bank (Tanzania) Limited,No,27/04/12,2012-4-01,1.03053231
26,334,1,,6930,-7.51027775,31.04499801,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,1.04488619
26,332,2,,6930,-7.51027775,31.04499801,Rukwa,Sumbawanga Urban,Katandala,-7.95983,31.61096,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/01,2001-12-01,79.81070984
27,196,1,,3646,-8.96776394,32.90094509,Mbeya,Mbozi,Vwawa,-9.10911,32.93272,Commercial Bank,CRDB Bank Plc,Yes,11/02/08,2008-2-01,16.01871223
27,382,2,,3646,-8.96776394,32.90094509,Mbeya,Mbozi,Vwawa,-9.11133,32.93334,Commercial Bank,National Microfinance Bank Plc,Yes,16/07/97,1997-7-01,16.27320201
28,89,1,,1694,-7.64686986,35.75627575,Iringa,Iringa Urban,Gangilonga,-7.77669,35.69893,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,01/12/08,2008-12-01,15.68937352
28,365,2,,1694,-7.64686986,35.75627575,Iringa,Iringa Urban,Gangilonga,-7.77677,35.69846,Commercial Bank,National Microfinance Bank Plc,Yes,01/02/97,1997-2-01,15.71843971
29,278,1,,4218,-5.23641722,39.77871526,Tanga,Tanga,Central,-5.07023,39.10534,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,02/10/03,2003-10-01,76.88736605
29,433,2,,4218,-5.23641722,39.77871526,Tanga,Tanga,Central,-5.0712,39.10258,Commercial Bank,National Microfinance Bank Plc,Yes,30/10/97,1997-10-01,77.15902127
30,146,1,,8423,-8.63563649,31.42947074,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,76.75965469
30,530,2,,8423,-8.63563649,31.42947074,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,76.99846731
31,446,1,,5260,-1.24134439,34.3680804,Mara,Tarime,Tarime,-1.34154,34.37763,Commercial Bank,NBC Bank Limited,Yes,14/03/10,2010-3-01,11.12997267
31,356,2,,5260,-1.24134439,34.3680804,Mara,Tarime,Tarime,-1.3421,34.37695,Commercial Bank,National Microfinance Bank Plc,No,21/01/11,2011-1-01,11.18467409
32,584,1,,146,-6.84967263,39.22525861,Dar es Salaam,Ilala,Segerea,-6.84579,39.21415,Community Bank,Dar es Salaam Community Bank,Yes,07/10/13,2013-10-01,1.30075112
32,585,2,,146,-6.84967263,39.22525861,Dar es Salaam,Ilala,Segerea,-6.84386,39.21177,Community Bank,Dar es Salaam Community Bank,Yes,08/08/13,2013-8-01,1.62357988
33,180,1,,3405,-4.77615365,33.23852515,Tabora,Tabora Urban,Gongoni,-5.01904,32.80957,Commercial Bank,CRDB Bank Plc,Yes,13/02/14,2014-2-01,54.63564833
33,553,2,,3405,-4.77615365,33.23852515,Tabora,Tabora Urban,Kanyenye,-5.02292,32.80934,Commercial Bank,Tanzania Postal Bank,Yes,23/04/02,2002-4-01,54.86986257
34,616,1,,4279,-3.20915688,37.311834,Kilimanjaro,Hai,Machame Kusini,-3.21435,37.22197,Community Bank,Village Community Bank (VICOBA),Yes,08/10/04,2004-10-01,10.00449645
34,163,2,,4279,-3.20915688,37.311834,Kilimanjaro,Moshi Urban,Longuo,-3.31938,37.3285,Commercial Bank,CRDB Bank Plc,Yes,20/03/09,2009-3-01,12.32818634
35,334,1,,7683,-7.30242724,30.6309095,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,50.25151242
36,492,1,,399,-10.2743344,40.17458659,Mtwara,Mtwara Urban,Vigaeni,-10.27624,40.18235,Commercial Bank,Tanzania Postal Bank,Yes,05/10/08,2008-10-01,0.87617898
36,409,2,,399,-10.2743344,40.17458659,Mtwara,Mtwara Urban,Vigaeni,-10.27206,40.18435,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/89,1989-10-01,1.0987378
37,146,1,,7409,-8.54133837,31.90562393,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,71.03152597
