From_ID,To_ID,NearRank,From_attribute_0,From_ID_Orig,From_Latitude,From_Longitude,To_Point_Count,To_GRID_ID,To_AnalysisArea,Total_Kilometers
1322,27865,2,,9302,-6.76690395,39.11711141,72,IJ-129,21.65063544,1.18687877
1323,52519,2,,3362,-2.76622619,32.11302174,3,BO-40,21.65063497,4.64575511
1324,20420,1,,1780,-8.01563046,31.60780396,102,BA-155,21.6506358,0.97004518
1324,20421,2,,1780,-8.01563046,31.60780396,2,BB-155,21.65063535,4.75353034
1325,27590,2,,156,-6.84501081,39.27910416,1256,IN-130,21.65063495,1.74273982
1326,20420,2,,1339,-7.95752196,31.61655309,102,BA-155,21.6506358,0.44852968
1327,36487,2,,6635,-5.44325074,38.03570624,49,HI-98,21.65063508,1.80379561
1328,42540,1,,5208,-4.41015819,34.77273956,2,EB-76,21.6506356,4.90165892
1328,43099,2,,5208,-4.41015819,34.77273956,1,EC-74,21.65063498,7.58685786
1329,53914,1,,5166,-2.47764147,32.20389098,3,BO-35,21.65063487,6.20824405
1329,53917,2,,5166,-2.47764147,32.20389098,32,BR-35,21.65063515,9.33686254
1330,3888,2,,3242,-10.73017132,39.79007579,3,JA-215,21.65063499,0.82571223
1331,58351,1,,7507,-1.84294227,31.14182104,2,AN-19,21.65063528,1.31044593
1331,58630,2,,7507,-1.84294227,31.14182104,3,AN-18,21.65063518,6.30735692
1332,24869,1,,8939,-7.19929681,31.05353114,2,AL-139,21.65063538,2.02417633
1332,24591,2,,8939,-7.19929681,31.05353114,1,AM-140,21.65063514,9.04320196
1333,17926,1,,5158,-8.48817961,32.28748847,4,BR-164,21.65063492,10.49503366
1333,18206,2,,5158,-8.48817961,32.28748847,2,BS-163,21.65063529,13.09151941
1334,7214,2,,2914,-10.18100706,38.9433948,4,IE-203,21.65063525,1.16477716
1335,49285,2,,2021,-3.33056554,36.63985503,34,FY-52,21.65063529,0.01180715
1336,46125,1,,2483,-3.5321034,33.10909081,15,CL-63,21.65063556,27.16128189
1336,47808,2,,2483,-3.5321034,33.10909081,10,CU-57,21.65063539,32.08738271
1337,46113,2,,4731,-3.82859427,32.60323127,60,BZ-63,21.6506356,0.78528564
1338,27589,2,,183,-6.8340596,39.24093828,554,IM-130,21.65063557,1.78706026
1339,52246,1,,1200,-2.86892219,32.52955586,23,BU-41,21.65063538,11.24906935
1339,51694,2,,1200,-2.86892219,32.52955586,5,CA-43,21.65063476,11.2961136
1340,14922,2,,2872,-8.84226828,34.81681278,5,EE-175,21.65063497,3.25402426
1341,38018,1,,6155,-5.25582806,32.36003869,3,BV-92,21.65063599,15.73740719
1341,38294,2,,6155,-5.25582806,32.36003869,9,BS-91,21.65063559,16.19641677
1342,49007,2,,1293,-3.36722594,36.68712838,134,FZ-53,21.65063536,1.58623523
1343,40618,1,,7764,-4.67781646,35.955929,4,FG-83,21.65063556,4.09601654
1343,40616,2,,7764,-4.67781646,35.955929,3,FE-83,21.65063528,11.43375565
1344,22510,2,,9093,-7.59982226,36.99752194,45,GH-148,21.65063521,2.76882653
1345,31733,1,,4015,-6.17513219,37.60665555,11,GX-115,21.65063562,0.09945367
1345,32013,2,,4015,-6.17513219,37.60665555,37,GY-114,21.65063525,3.30458383
1346,27549,2,,792,-6.81943625,37.64589714,13,GY-130,21.65063495,1.2407378
1347,40548,1,,2972,-4.57855377,33.05225737,2,CO-83,21.6506352,19.40897283
1347,39991,2,,2972,-4.57855377,33.05225737,14,CP-85,21.65063529,27.87635154
1348,40870,1,,2421,-4.68347947,34.89565411,11,EF-82,21.65063547,1.82973176
1348,40592,2,,2421,-4.68347947,34.89565411,2,EG-83,21.65063508,2.34262639
1349,12358,2,,3018,-9.2960362,32.77076414,8,CD-184,21.65063529,1.24491293
1350,49299,2,,5573,-3.31339352,37.13128064,102,GM-52,21.65063522,1.11197062
1351,59251,1,,1839,-1.80495605,33.40065652,6,CY-16,21.65063493,20.85244468
1351,59254,2,,1839,-1.80495605,33.40065652,7,DB-16,21.65063528,33.44675228
1352,46114,2,,5037,-3.83408625,32.68196716,7,CA-63,21.65063522,1.89185317
1353,48980,1,,5685,-3.39089808,35.50079877,2,EY-53,21.65063538,8.9615416
1353,49535,2,,5685,-3.39089808,35.50079877,5,EV-51,21.6506356,12.32344735
1354,61438,2,,5526,-1.32881915,31.80835786,78,BF-8,21.65063531,0.51286063
1355,43872,2,,7887,-4.19955796,32.32511462,3,BQ-71,21.65063527,5.4446872
1356,3584,1,,7356,-10.71699283,38.77124864,70,IB-216,21.65063495,1.18084433
1356,3580,2,,7356,-10.71699283,38.77124864,2,HX-216,21.65063491,10.77291599
1357,53917,1,,2010,-2.63935103,32.27664691,32,BR-35,21.65063515,9.34416599
1357,53914,2,,2010,-2.63935103,32.27664691,3,BO-35,21.65063487,11.682066
1358,39341,2,,7679,-4.90987273,29.66181308,674,B-87,21.65063533,1.62888507
1359,53937,2,,2624,-2.55532083,33.04835199,1,CL-35,21.65063566,1.21576817
1360,12660,2,,4664,-9.30925211,33.62368989,51,DA-183,21.65063574,3.46353873
1361,50322,1,,5479,-3.11654733,33.63499648,1,CX-48,21.65063524,7.61921669
1361,49766,2,,5479,-3.11654733,33.63499648,2,CZ-50,21.65063472,7.99677524
1362,6408,2,,731,-10.28036669,40.11472774,4,JJ-206,21.65063545,0.60964507
1363,47808,1,,1033,-3.57420871,33.39663314,10,CU-57,21.65063539,1.36928348
1363,47250,2,,1033,-3.57420871,33.39663314,66,CU-59,21.65063542,5.11410835
1364,21639,1,,4629,-7.69705838,35.62115285,10,EZ-151,21.65063543,7.21757957
1364,21919,2,,4629,-7.69705838,35.62115285,472,FA-150,21.65063554,7.3345057
1365,35102,1,,6281,-5.59247147,38.25013313,3,HS-103,21.6506354,16.17552718
1365,33983,2,,6281,-5.59247147,38.25013313,13,HP-107,21.65063542,19.63324715
1366,60652,2,,1207,-1.49863086,33.81372963,3,DE-11,21.65063515,0.63417632
1367,40400,1,,3960,-4.73177031,38.33658668,1,HP-84,21.65063518,2.23125101
1367,40121,2,,3960,-4.73177031,38.33658668,40,HP-85,21.65063526,5.22229983
1368,57560,2,,7070,-1.96878891,32.91858938,8,CH-22,21.65063495,0.14347445
1369,27644,1,,8464,-7.0450292,30.5619034,2,W-129,21.65063484,26.75024926
1369,24022,2,,8464,-7.0450292,30.5619034,11,AB-142,21.65063529,34.17338849
1370,32894,1,,6814,-6.15004101,39.51527282,8,IQ-111,21.65063518,22.10056891
1370,31775,2,,6814,-6.15004101,39.51527282,13,IN-115,21.65063535,27.5329448
1371,29259,2,,702,-6.5821597,39.08075077,25,II-124,21.65063544,0.85497562
1372,14888,2,,865,-8.91114394,33.4602078,187,CW-175,21.65063529,1.2747797
1373,18465,1,,2699,-8.21761665,31.68497009,8,AY-162,21.65063526,16.84051622
1373,20420,2,,2699,-8.21761665,31.68497009,102,BA-155,21.6506358,24.2521575
1374,22194,1,,3561,-7.65682536,35.45321448,6,EW-149,21.65063545,8.04992984
1374,21638,2,,3561,-7.65682536,35.45321448,4,EY-151,21.65063506,21.00390662
1375,17618,1,,8733,-8.12838873,30.96690881,2,AO-165,21.65063529,35.99675327
1375,18465,2,,8733,-8.12838873,30.96690881,8,AY-162,21.65063526,62.2440037
1376,27591,2,,8475,-6.88054481,39.28634333,513,IO-130,21.65063515,0.83607509
1377,20699,1,,1572,-7.90171096,31.59238401,158,BA-154,21.65063544,1.74339586
1377,20421,2,,1572,-7.90171096,31.59238401,2,BB-155,21.65063535,6.46558605
1378,34452,2,,5967,-5.74789206,34.82993064,3,EE-105,21.65063515,0.24433113
1379,27644,1,,6067,-6.87488776,30.53202802,2,W-129,21.65063484,9.83716139
1379,27922,2,,6067,-6.87488776,30.53202802,6,V-128,21.65063478,17.94349211
1380,39991,1,,4410,-5.04103333,33.49202616,14,CP-85,21.65063529,37.39073616
1380,39430,2,,4410,-5.04103333,33.49202616,4,CM-87,21.65063521,42.24059466
1381,8330,2,,3226,-9.98991869,38.96650782,2,IE-199,21.65063524,3.00531216
1382,42138,1,,4895,-4.43281292,30.02746265,1,I-77,21.65063543,10.18078305
1382,42979,2,,4895,-4.43281292,30.02746265,5,M-74,21.6506353,10.8666361
1383,43609,1,,2402,-4.14676852,32.88495891,10,CG-72,21.65063556,6.57048775
1383,45283,2,,2402,-4.14676852,32.88495891,1,CG-66,21.65063554,18.44113704
1384,22194,1,,4378,-7.32688022,35.54299619,6,EW-149,21.65063545,40.50223728
1384,21920,2,,4378,-7.32688022,35.54299619,80,FB-150,21.65063514,46.88541275
1385,48728,2,,374,-3.37651846,36.67711189,314,FZ-54,21.65063523,0.36903009
1386,37622,2,,3707,-5.18254657,38.7899594,1,IB-94,21.65063498,0.67890626
1387,45079,2,,1618,-3.90175707,35.81303073,5,FD-67,21.65063506,6.21672194
1388,2201,1,,4419,-10.8531755,39.2781126,32,IN-221,21.65063535,8.36152296
1388,2762,2,,4419,-10.8531755,39.2781126,1,IQ-219,21.65063537,10.74770888
1389,16804,1,,4525,-8.25219287,31.98852865,5,BL-168,21.65063511,30.86755731
1389,17926,2,,4525,-8.25219287,31.98852865,4,BR-164,21.65063492,31.57370547
1390,6408,2,,423,-10.27267149,40.16402754,4,JJ-206,21.65063545,0.0479275
1391,32308,1,,4075,-5.98654695,38.22086058,3,HO-113,21.65063493,8.7559579
1391,33983,2,,4075,-5.98654695,38.22086058,13,HP-107,21.65063542,20.7572417
1392,42342,2,,8911,-4.35745686,37.82200638,7,HE-77,21.65063516,8.93898847
1393,21640,2,,1334,-7.78384446,35.66375655,90,FA-151,21.65063545,0.89612228
1394,52810,1,,3800,-2.77422081,32.61751194,1,CA-39,21.65063531,2.38765609
1394,53087,2,,3800,-2.77422081,32.61751194,2,BY-38,21.65063555,7.87400761
1395,31686,2,,4171,-6.17253907,35.73677599,953,FC-115,21.65063527,0.16191238
1396,3783,1,,2509,-10.98725805,35.62964788,293,EZ-215,21.65063509,30.78257715
1396,3781,2,,2509,-10.98725805,35.62964788,1,EX-215,21.65063533,31.14643149
1397,33087,2,,3491,-5.96123142,35.9731236,6,FI-110,21.65063498,0.43875995
1398,39499,2,,8043,-4.90613383,35.78075819,20,FD-87,21.6506353,0.53547579
1399,18562,1,,6990,-8.23008117,35.4323958,5,ER-162,21.65063534,9.77643715
1399,18283,2,,6990,-8.23008117,35.4323958,2,ER-163,21.65063558,12.52405643
1400,17160,1,,7551,-8.59117283,35.15341708,7,EK-167,21.65063498,9.73286075
1400,17439,2,,7551,-8.59117283,35.15341708,9,EK-166,21.65063547,12.70965468
1401,32791,1,,8985,-5.98186739,35.44181047,4,ER-111,21.65063541,9.2425305
1401,31958,2,,8985,-5.98186739,35.44181047,4,EV-114,21.65063551,12.04277761
1402,48379,1,,6465,-3.36055357,33.92837562,1,DH-55,21.65063502,6.02440526
1402,48380,2,,6465,-3.36055357,33.92837562,7,DI-55,21.65063499,9.0535091
1403,36808,2,,4810,-5.24602898,39.78161848,5,IY-97,21.65063539,14.99534713
1404,61716,2,,5164,-1.3236632,31.79132604,11,BE-7,21.65063547,1.33709279
1405,21920,1,,1678,-7.64681929,35.75634638,80,FB-150,21.65063514,7.86992095
1405,21919,2,,1678,-7.64681929,35.75634638,472,FA-150,21.65063554,11.92285978
1406,51541,1,,9211,-2.87894409,37.366773,5,GW-44,21.65063521,19.90722472
1406,51262,2,,9211,-2.87894409,37.366773,29,GW-45,21.65063512,22.39931344
1407,48193,2,,7594,-3.48388169,37.57665598,3,GW-56,21.65063534,0.98043608
1408,4448,1,,1295,-10.55058173,39.78866975,2,JC-213,21.65063543,8.24699187
1408,3888,2,,1295,-10.55058173,39.78866975,3,JA-215,21.65063499,14.02192496
1409,53654,2,,1936,-2.55219019,32.90920753,222,CH-36,21.65063504,0.34771215
1410,11261,1,,8584,-9.44131779,33.56297863,1,CW-188,21.65063536,6.97014325
1410,11266,2,,8584,-9.44131779,33.56297863,1,DB-188,21.65063537,10.66243997
1411,49009,2,,3047,-3.31335319,36.7090543,51,GB-53,21.65063533,1.81477667
1412,6109,1,,8560,-10.45393274,39.40889525,8,IP-207,21.65063535,13.58985217
1412,6108,2,,8560,-10.45393274,39.40889525,24,IO-207,21.6506355,13.6209923
1413,52272,1,,8492,-2.82287239,33.36669335,13,CU-41,21.65063582,3.52527662
1413,52548,2,,8492,-2.82287239,33.36669335,3,CR-40,21.65063513,6.88460984
1414,30729,2,,1781,-6.3356144,31.06467365,6,AM-118,21.65063518,0.56382415
1415,5265,2,,7801,-10.48945569,39.02756667,3,II-210,21.65063521,3.06919097
1416,3325,1,,1965,-10.77980705,39.54819466,1,IV-217,21.6506351,2.44471331
1416,3044,2,,1965,-10.77980705,39.54819466,2,IT-218,21.65063546,2.53091589
1417,3325,2,,2345,-10.81662579,39.52980334,1,IV-217,21.6506351,6.23777589
1418,42828,1,,5305,-4.48263441,35.05800863,4,EK-75,21.65063513,10.47493619
1418,40874,2,,5305,-4.48263441,35.05800863,6,EJ-82,21.65063545,17.26329819
1419,16027,1,,2797,-8.55555981,34.44040887,57,DT-171,21.65063542,12.9586986
1419,16025,2,,2797,-8.55555981,34.44040887,37,DR-171,21.65063544,17.55744951
1420,5265,2,,8161,-10.40669759,39.16537305,3,II-210,21.65063521,9.60445011
1421,38763,1,,6372,-4.98415538,39.8342458,13,JA-90,21.6506352,9.43878539
1421,38484,2,,6372,-4.98415538,39.8342458,4,JA-91,21.65063521,12.31950701
1422,52272,1,,8807,-2.82019898,33.37472079,13,CU-41,21.65063582,2.70726966
1422,52548,2,,8807,-2.82019898,33.37472079,3,CR-40,21.65063513,7.4018821
1423,49814,1,,9396,-3.18341494,35.47565133,3,EV-50,21.65063538,0.61602334
1423,49535,2,,9396,-3.18341494,35.47565133,5,EV-51,21.6506356,5.61794841
1424,55066,1,,8488,-2.46351838,33.63357878,13,CY-31,21.65063524,8.59134753
1424,55067,2,,8488,-2.46351838,33.63357878,2,CZ-31,21.65063512,9.82452364
1425,54212,2,,343,-2.50159359,32.88811894,306,CH-34,21.65063489,1.1888463
1426,49016,1,,3360,-3.35489371,37.02816405,5,GI-53,21.65063556,0.35369429
1426,49018,2,,3360,-3.35489371,37.02816405,34,GK-53,21.65063498,3.76746432
1427,5190,1,,7056,-10.44256754,36.06211637,24,FL-210,21.65063548,4.23440912
1427,4911,2,,7056,-10.44256754,36.06211637,3,FL-211,21.65063558,6.8202394
1428,45225,1,,3575,-4.20152241,30.48919873,7,AA-66,21.65063535,27.78368332
1428,42979,2,,3575,-4.20152241,30.48919873,5,M-74,21.6506353,45.62341401
1429,12130,1,,7935,-9.44877506,34.44471163,117,EC-185,21.65063553,32.15081745
1429,11852,2,,7935,-9.44877506,34.44471163,60,ED-186,21.65063503,35.5331711
1430,15505,1,,8557,-8.40912804,35.86671637,33,FD-173,21.65063523,38.966449
1430,20521,2,,8557,-8.40912804,35.86671637,11,EX-155,21.65063571,56.18702702
1431,32894,1,,4484,-5.87758941,39.28964783,8,IQ-111,21.65063518,11.63094621
1431,32332,2,,4484,-5.87758941,39.28964783,4,IM-113,21.65063556,21.70011046
1432,38747,2,,348,-5.07855114,39.12222002,1,IK-90,21.65063506,1.66687771
1433,31496,2,,2087,-6.17456572,39.21972227,48,IN-116,21.65063502,0.59423756
1434,43343,1,,1422,-4.14375769,33.45603438,5,CT-73,21.65063539,11.53409577
1434,43617,2,,1422,-4.14375769,33.45603438,74,CO-72,21.65063529,28.43421816
1435,30729,2,,767,-6.34620377,31.06996023,6,AM-118,21.65063518,1.73376092
1436,13493,1,,3298,-9.15337105,33.48439139,1,CW-180,21.65063538,1.15044998
1436,13215,2,,3298,-9.15337105,33.48439139,6,CX-181,21.65063526,2.24387101
1437,3044,1,,4297,-10.73352027,39.51668381,2,IT-218,21.65063546,6.44509225
1437,3325,2,,4297,-10.73352027,39.51668381,1,IV-217,21.6506351,6.77677053
1438,53933,2,,7848,-2.56227785,32.92273399,791,CH-35,21.65063522,0.76713852
1439,2201,2,,5365,-10.95235917,39.34113742,32,IN-221,21.65063535,3.77421364
1440,48061,2,,8881,-3.5298214,32.417431,1,BU-56,21.65063564,0.27068886
1441,6959,1,,2950,-10.26246326,39.9220125,1,JC-204,21.65063531,6.56300246
1441,6406,2,,2950,-10.26246326,39.9220125,1,JH-206,21.65063521,12.39242093
1442,3044,1,,4293,-10.73491123,39.51144835,2,IT-218,21.65063546,6.29335897
1442,3325,2,,4293,-10.73491123,39.51144835,1,IV-217,21.6506351,7.20091681
1443,5265,2,,8374,-10.40659543,39.16513389,3,II-210,21.65063521,9.58835488
1444,6094,2,,4902,-10.36619308,38.76087833,7,IA-207,21.65063532,0.3213381
1445,27589,2,,92,-6.83324033,39.24098671,554,IM-130,21.65063557,1.83733768
1446,35102,1,,6403,-5.59185397,38.25097115,3,HS-103,21.6506354,16.1036217
1446,33983,2,,6403,-5.59185397,38.25097115,13,HP-107,21.65063542,19.68061432
1447,43084,1,,6233,-4.30370721,34.21886494,2,DN-74,21.65063496,3.40590057
1447,42806,2,,6233,-4.30370721,34.21886494,29,DO-75,21.65063514,4.3190459
1448,61157,1,,6072,-1.34691355,31.65839492,9,BD-9,21.65063529,7.59197419
1448,61436,2,,6072,-1.34691355,31.65839492,4,BD-8,21.65063544,8.47477252
1449,2201,1,,5748,-11.09878132,39.30737202,32,IN-221,21.65063535,13.87309686
1449,2204,2,,5748,-11.09878132,39.30737202,1,IQ-221,21.65063538,14.21388603
1450,20421,1,,2166,-7.99434532,31.79558911,2,BB-155,21.65063535,13.6034839
1450,20420,2,,2166,-7.99434532,31.79558911,102,BA-155,21.6506358,17.48741326
1451,40618,1,,7851,-4.67737192,35.95596657,4,FG-83,21.65063556,4.13445807
1451,40616,2,,7851,-4.67737192,35.95596657,3,FE-83,21.65063528,11.46095495
1452,43928,1,,6818,-4.02600691,34.50813871,1,DU-71,21.65063553,16.37965977
1452,44204,2,,6818,-4.02600691,34.50813871,5,DR-70,21.6506353,20.69759248
1453,30450,2,,1495,-6.31965949,31.08185059,155,AM-119,21.65063523,1.20420024
1454,4439,1,,7392,-10.69710462,39.3936458,1,IT-213,21.65063551,15.09360217
1454,3044,2,,7392,-10.69710462,39.3936458,2,IT-218,21.65063546,15.83269467
1455,2457,1,,7927,-11.04243413,37.43105562,15,HQ-220,21.6506352,100.78158047
1455,3858,2,,7927,-11.04243413,37.43105562,1,HW-215,21.65063554,131.1828141
1456,36808,2,,6379,-5.24621246,39.78156168,5,IY-97,21.65063539,14.97741132
1457,23402,1,,9430,-7.51617368,39.23448844,5,IK-145,21.65063549,8.55784441
1457,23123,2,,9430,-7.51617368,39.23448844,3,IK-146,21.65063491,10.5245325
1458,27869,2,,9425,-6.80805667,39.25017,2057,IN-129,21.65063548,0.31905456
1459,49440,2,,4655,-3.23081335,31.81441051,1,BE-51,21.65063542,3.14155338
1460,27589,2,,105,-6.84488401,39.23453605,554,IM-130,21.65063557,0.57259412
1461,18562,2,,8402,-8.28863246,35.30630027,5,ER-162,21.65063534,0.5020233
1462,11261,1,,8625,-9.44260286,33.55586133,1,CW-188,21.65063536,6.220716
1462,11266,2,,8625,-9.44260286,33.55586133,1,DB-188,21.65063537,11.4035929
1463,39499,2,,6716,-4.90514862,35.7796251,20,FD-87,21.6506353,0.58984527
1464,3580,1,,9166,-10.83563904,38.64883533,2,HX-216,21.65063491,9.55158512
1464,3858,2,,9166,-10.83563904,38.64883533,1,HW-215,21.65063554,12.43988792
1465,51728,1,,7906,-3.03081592,34.35169041,3,DI-43,21.65063526,41.57467883
1465,53127,2,,7906,-3.03081592,34.35169041,1,DM-38,21.65063557,42.33009278
1466,32894,1,,5913,-5.87411631,39.25850208,8,IQ-111,21.65063518,14.00755649
1466,32332,2,,5913,-5.87411631,39.25850208,4,IM-113,21.65063556,20.9867068
1467,47831,1,,7662,-3.20374399,34.41586241,31,DR-57,21.65063561,34.64748228
1467,48663,2,,7662,-3.20374399,34.41586241,5,DM-54,21.65063544,37.30982061
1468,55312,1,,5862,-2.28708385,32.26856408,8,BR-30,21.65063513,1.1772713
1468,55589,2,,5862,-2.28708385,32.26856408,4,BP-29,21.65063535,3.82088061
1469,51262,2,,6852,-3.00884957,37.58281248,29,GW-45,21.65063512,0.60600941
1470,50984,1,,6859,-3.0056963,37.5840464,7,GX-46,21.6506355,0.1800267
1470,51262,2,,6859,-3.0056963,37.5840464,29,GW-45,21.65063512,0.74164501
1471,30729,1,,4212,-6.25255188,30.91319356,6,AM-118,21.65063518,16.0273161
1471,30450,2,,4212,-6.25255188,30.91319356,155,AM-119,21.65063523,18.37363673
1472,56791,1,,8974,-1.90215736,35.41787527,8,EX-25,21.65063554,22.83758404
1472,57071,2,,8974,-1.90215736,35.41787527,7,EY-24,21.65063531,24.28389853
1473,36808,2,,1332,-5.26057626,39.78331192,5,IY-97,21.65063539,14.16019603
1474,54211,2,,375,-2.52617029,32.9025162,256,CG-34,21.65063558,0.61816446
1475,2457,1,,8762,-11.11490446,38.47047055,15,HQ-220,21.6506352,20.02309897
1475,3580,2,,8762,-11.11490446,38.47047055,2,HX-216,21.65063491,44.21293581
1476,20421,1,,3790,-8.07296285,31.93341643,2,BB-155,21.65063535,30.86706993
1476,20420,2,,3790,-8.07296285,31.93341643,102,BA-155,21.6506358,34.08559435
1477,21640,2,,1392,-7.78106059,35.6921341,90,FA-151,21.65063545,0.28976184
1478,55312,1,,6064,-2.34863849,32.29560613,8,BR-30,21.65063513,2.1748399
1478,55034,2,,6064,-2.34863849,32.29560613,4,BS-31,21.65063508,2.66068563
1479,50863,1,,1336,-3.11020985,32.72897629,14,CG-46,21.65063553,15.14727749
1479,51141,2,,1336,-3.11020985,32.72897629,3,CF-45,21.65063516,15.72069151
1480,38171,2,,1553,-5.15607618,38.44840737,2,HS-92,21.65063529,1.99661364
1481,15201,1,,3013,-8.86872725,34.9533847,321,EE-174,21.65063522,11.54080726
1481,14922,2,,3013,-8.86872725,34.9533847,5,EE-175,21.65063497,11.68352561
1482,27863,2,,1891,-6.76283545,38.98393606,203,IH-129,21.65063567,1.07231464
1483,31775,2,,2787,-6.1652279,39.20935039,13,IN-115,21.65063535,1.38368244
1484,39991,1,,4381,-5.05125414,33.4871205,14,CP-85,21.65063529,37.75018811
1484,39430,2,,4381,-5.05125414,33.4871205,4,CM-87,21.65063521,42.14368297
1485,49303,2,,1172,-3.346076,37.30234087,98,GQ-52,21.65063507,0.2715205
1486,38484,1,,4809,-5.09456053,39.77252596,4,JA-91,21.65063521,0.93141981
1486,38763,2,,4809,-5.09456053,39.77252596,13,JA-90,21.6506352,4.04388625
1487,6408,2,,555,-10.28344857,40.11816281,4,JJ-206,21.65063545,0.45774112
1488,18283,1,,8519,-8.49612892,35.59114955,2,ER-163,21.65063558,31.33869415
1488,18282,2,,8519,-8.49612892,35.59114955,7,EQ-163,21.65063537,33.83896419
1489,61716,2,,5053,-1.32422346,31.79124312,11,BE-7,21.65063547,1.39905187
1490,28343,1,,2309,-6.74432804,36.09118028,1,FH-127,21.65063563,12.90105224
1490,27229,2,,2309,-6.74432804,36.09118028,5,FJ-131,21.65063513,13.02978999
1491,48894,1,,4393,-3.27938574,32.21993128,3,BQ-53,21.65063512,7.79686926
1491,50287,2,,4393,-3.27938574,32.21993128,4,BO-48,21.65063508,13.02362379
1492,27865,2,,6519,-6.80170088,39.05390712,72,IJ-129,21.65063544,1.79919931
1493,39567,2,,600,-4.89402841,38.57581444,10,HT-87,21.65063525,10.7721307
1494,10434,1,,6784,-9.65622928,33.90274596,58,DG-191,21.65063557,1.85062115
1494,10713,2,,6784,-9.65622928,33.90274596,8,DG-190,21.65063558,6.63843031
1495,52810,1,,3591,-2.76936658,32.59829776,1,CA-39,21.65063531,3.87877792
1495,53087,2,,3591,-2.76936658,32.59829776,2,BY-38,21.65063555,6.48827853
1496,2457,1,,9115,-11.07876524,38.27432911,15,HQ-220,21.6506352,16.62571514
1496,3858,2,,9115,-11.07876524,38.27432911,1,HW-215,21.65063554,52.3478184
1497,31775,2,,279,-6.18025109,39.23729421,13,IN-115,21.65063535,0.95333109
1498,18562,2,,6571,-8.28546003,35.30856375,5,ER-162,21.65063534,0.11096979
1499,37369,1,,6373,-5.17770129,39.79283307,49,JB-95,21.65063501,4.74457053
1499,38484,2,,6373,-5.17770129,39.79283307,4,JA-91,21.65063521,8.79036055
1500,61716,2,,5029,-1.32436687,31.79132778,11,BE-7,21.65063547,1.41490779
1501,3044,1,,1943,-10.7812596,39.54818171,2,IT-218,21.65063546,2.44804627
1501,3325,2,,1943,-10.7812596,39.54818171,1,IV-217,21.6506351,2.52685967
1502,38763,1,,7340,-4.98404435,39.83424895,13,JA-90,21.6506352,9.44527542
1502,38484,2,,7340,-4.98404435,39.83424895,4,JA-91,21.65063521,12.32838432
1503,14917,1,,3685,-8.90465928,34.66929639,9,DZ-175,21.65063533,3.26716251
1503,14916,2,,3685,-8.90465928,34.66929639,8,DY-175,21.6506353,6.09774074
1504,14887,2,,961,-8.90618718,33.45561828,93,CV-175,21.65063527,1.39779479
1505,22486,1,,3751,-7.46896081,36.12839172,8,FJ-148,21.65063523,19.21934206
1505,22207,2,,3751,-7.46896081,36.12839172,25,FJ-149,21.65063551,23.81558459
1506,17618,1,,6380,-8.60963588,31.29034561,2,AO-165,21.65063529,22.70739566
1506,18465,2,,6380,-8.60963588,31.29034561,8,AY-162,21.65063526,40.31056849
1507,5265,1,,6861,-10.5617404,39.1712248,3,II-210,21.65063521,11.18382036
1507,4985,2,,6861,-10.5617404,39.1712248,14,IH-211,21.65063562,13.53389209
1508,43945,1,,5765,-4.10885327,35.18650964,3,EL-71,21.65063557,8.89539776
1508,44510,2,,5765,-4.10885327,35.18650964,14,ES-69,21.65063526,17.69873076
1509,37902,2,,3849,-5.187207,38.76914847,66,IC-93,21.65063545,1.57458041
1510,48894,1,,4577,-3.2636442,32.22343243,3,BQ-53,21.65063512,9.37292412
1510,50287,2,,4577,-3.2636442,32.22343243,4,BO-48,21.65063508,11.46682411
1511,43872,2,,7614,-4.19966008,32.32597815,3,BQ-71,21.65063527,5.53886202
1512,61225,1,,4627,-1.40211801,34.39060054,23,DT-9,21.65063536,2.45639491
1512,61503,2,,4627,-1.40211801,34.39060054,114,DS-8,21.65063512,5.37202818
1513,47250,1,,1487,-3.62771843,33.39547761,66,CU-59,21.65063542,0.89995027
1513,46971,2,,1487,-3.62771843,33.39547761,254,CU-60,21.65063523,4.29294501
1514,51728,1,,2816,-2.9893776,34.19544697,3,DI-43,21.65063526,23.64794904
1514,52287,2,,2816,-2.9893776,34.19544697,80,DJ-41,21.65063489,26.41649193
1515,30845,1,,8980,-6.29830547,35.48931003,3,EY-118,21.65063515,10.19592791
1515,30846,2,,8980,-6.29830547,35.48931003,2,EZ-118,21.65063519,14.4490865
1516,51728,1,,3331,-2.9589093,34.15202941,3,DI-43,21.65063526,18.03652108
1516,52287,2,,3331,-2.9589093,34.15202941,80,DJ-41,21.65063489,20.6017451
1517,48894,1,,4576,-3.29058728,32.24775917,3,BQ-53,21.65063512,6.16668802
1517,48335,2,,4576,-3.29058728,32.24775917,1,BP-55,21.65063545,13.82829366
1518,53355,2,,2319,-2.58036692,32.13699616,2,BN-37,21.65063534,2.19021185
1519,31775,2,,278,-6.18025109,39.23729421,13,IN-115,21.65063535,0.95333109
1520,52810,1,,3801,-2.76716191,32.60760515,1,CA-39,21.65063531,2.86024335
1520,53087,2,,3801,-2.76716191,32.60760515,2,BY-38,21.65063555,6.65500521
1521,43098,2,,4115,-4.2258291,34.61311029,7,EB-74,21.65063543,10.63774883
1522,54206,1,,7283,-2.31702821,32.6844476,4,CB-34,21.65063545,16.33997034
1522,53927,2,,7283,-2.31702821,32.6844476,1,CB-35,21.6506356,21.34010975
